event_id,event_seq,shift_hour_at_event,hours_remaining_in_shift,rul_numeric,kpi_score,n_kpi_bad,recent_temp_dev_c,recent_vibration_mm_s,recent_waste_kg_last_hour,recent_oee_pct,operator_skill_level,on_hold_inventory_kg_current,action_freq_same_situation_2w,action_freq_same_situation_2m,action_success_rate_2m,status,criticality,asset_type,qc_nogo,plant,state,action_id,t_resolve_min,unplanned_downtime_remaining_shift_min,waste_kg_remaining_shift,temp_deviation_c_avg,vibration_mm_s_avg,production_goal_pct_remaining,true_efficiency_pct_remaining,consumer_complaints_expected,quality_ok_pct_remaining,operator_satisfaction_1_5,on_hold_inventory_kg_generated,weighted_kpi_impact
EV-00173,173,5,3,714.7,80.0,1,3.94,0.88,8.8,73.0,4,83.7,0.5,0.778,1.0,Working,Medium,Fryer,0,Frito-Lay-East,PA,0,0.0,14.98,23.949,3.739,0.919,94.665,76.012,0.645,95.906,4.179,36.757,0.928
EV-00173,173,5,3,714.7,80.0,1,3.94,0.88,8.8,73.0,4,83.7,0.0,0.0,0.5,Working,Medium,Fryer,0,Frito-Lay-East,PA,1,54.466,45.715,0.0,2.817,0.791,85.055,80.119,0.605,97.367,3.138,67.346,0.8622
EV-00173,173,5,3,714.7,80.0,1,3.94,0.88,8.8,73.0,4,83.7,0.0,0.0,0.5,Working,Medium,Fryer,0,Frito-Lay-East,PA,2,49.82,55.203,67.599,3.35,0.57,76.337,69.107,0.617,92.652,3.489,0.0,0.8315
EV-00173,173,5,3,714.7,80.0,1,3.94,0.88,8.8,73.0,4,83.7,0.0,0.0,0.5,Working,Medium,Fryer,0,Frito-Lay-East,PA,3,31.379,36.945,40.504,3.512,0.76,74.675,69.228,0.128,92.525,4.028,72.056,0.859
EV-00173,173,5,3,714.7,80.0,1,3.94,0.88,8.8,73.0,4,83.7,0.0,0.222,1.0,Working,Medium,Fryer,0,Frito-Lay-East,PA,4,17.185,38.559,41.196,3.669,0.797,78.987,78.657,0.476,93.712,2.734,11.845,0.8701
EV-00174,174,7,1,887.7,90.9,1,0.38,1.99,3.8,82.4,4,85.6,1.0,0.818,1.0,Working,Low,Case Line,0,Killingly,CT,0,0.0,30.344,3.522,0.442,2.376,97.915,81.7,0.577,93.168,3.984,42.895,0.9338
EV-00174,174,7,1,887.7,90.9,1,0.38,1.99,3.8,82.4,4,85.6,0.0,0.182,1.0,Working,Low,Case Line,0,Killingly,CT,1,38.535,48.066,0.0,0.267,1.793,75.154,80.401,1.15,99.557,3.707,76.742,0.8684
EV-00174,174,7,1,887.7,90.9,1,0.38,1.99,3.8,82.4,4,85.6,0.0,0.0,0.5,Working,Low,Case Line,0,Killingly,CT,2,61.119,61.119,45.99,0.192,1.508,75.79,68.072,0.426,91.68,4.08,54.357,0.8311
EV-00174,174,7,1,887.7,90.9,1,0.38,1.99,3.8,82.4,4,85.6,0.0,0.0,0.5,Working,Low,Case Line,0,Killingly,CT,3,27.938,73.663,52.916,0.354,1.981,79.983,75.068,0.438,90.98,4.22,128.75,0.862
EV-00174,174,7,1,887.7,90.9,1,0.38,1.99,3.8,82.4,4,85.6,0.0,0.0,0.5,Working,Low,Case Line,0,Killingly,CT,4,19.039,11.132,0.0,0.381,1.765,77.3,75.254,0.605,98.38,3.081,18.143,0.8874
EV-00174,174,7,1,887.7,90.9,1,0.38,1.99,3.8,82.4,4,85.6,0.0,0.0,0.5,Working,Low,Case Line,0,Killingly,CT,6,8.212,15.664,0.0,0.341,1.879,62.89,72.042,0.221,97.075,2.681,27.829,0.8667
EV-00175,175,6,2,100.5,30.8,2,11.57,3.15,15.9,65.6,5,119.5,0.0,0.111,1.0,Failure Predicted,High,Seasoning Train,0,Frito-Lay-East,PA,1,36.035,57.371,5.082,8.102,2.815,71.404,73.845,0.211,92.052,4.393,17.066,0.8436
EV-00175,175,6,2,100.5,30.8,2,11.57,3.15,15.9,65.6,5,119.5,0.0,0.0,0.5,Failure Predicted,High,Seasoning Train,0,Frito-Lay-East,PA,2,61.184,120.552,90.302,7.388,1.808,78.109,78.034,0.247,91.985,2.972,139.832,0.7903
EV-00175,175,6,2,100.5,30.8,2,11.57,3.15,15.9,65.6,5,119.5,0.0,0.0,0.5,Failure Predicted,High,Seasoning Train,0,Frito-Lay-East,PA,3,22.377,78.167,45.376,10.22,2.803,71.976,60.244,0.258,97.425,3.865,51.251,0.8187
EV-00175,175,6,2,100.5,30.8,2,11.57,3.15,15.9,65.6,5,119.5,0.0,0.333,1.0,Failure Predicted,High,Seasoning Train,0,Frito-Lay-East,PA,4,9.821,32.36,54.075,12.137,3.082,76.56,68.013,0.604,94.279,3.551,32.014,0.8451
EV-00175,175,6,2,100.5,30.8,2,11.57,3.15,15.9,65.6,5,119.5,0.5,0.556,1.0,Failure Predicted,High,Seasoning Train,0,Frito-Lay-East,PA,5,40.579,46.547,0.0,5.785,0.945,81.115,82.224,0.142,95.487,4.627,30.429,0.8837
EV-00175,175,6,2,100.5,30.8,2,11.57,3.15,15.9,65.6,5,119.5,0.0,0.0,0.5,Failure Predicted,High,Seasoning Train,0,Frito-Lay-East,PA,7,104.764,111.774,228.596,4.628,1.26,59.722,79.316,0.207,98.636,3.647,446.634,0.734
EV-00176,176,6,2,862.1,61.8,0,0.07,0.03,1.6,85.7,4,179.9,1.0,1.0,1.0,Working,Medium,Weigher,0,Topeka,KS,0,0.0,11.44,3.276,0.072,0.034,85.256,85.645,0.3,99.168,3.708,44.487,0.9396
EV-00176,176,6,2,862.1,61.8,0,0.07,0.03,1.6,85.7,4,179.9,0.0,0.0,0.5,Working,Medium,Weigher,0,Topeka,KS,1,40.287,43.89,2.373,0.057,0.026,72.35,76.76,0.81,97.948,4.2,59.657,0.8735
EV-00176,176,6,2,862.1,61.8,0,0.07,0.03,1.6,85.7,4,179.9,0.0,0.0,0.5,Working,Medium,Weigher,0,Topeka,KS,2,55.671,100.598,85.227,0.047,0.021,70.564,69.388,0.148,89.155,3.353,48.731,0.8076
EV-00176,176,6,2,862.1,61.8,0,0.07,0.03,1.6,85.7,4,179.9,0.0,0.0,0.5,Working,Medium,Weigher,0,Topeka,KS,4,18.341,33.045,0.0,0.071,0.026,79.325,77.17,0.395,91.016,2.721,39.08,0.882
EV-00176,176,6,2,862.1,61.8,0,0.07,0.03,1.6,85.7,4,179.9,0.0,0.0,0.5,Working,Medium,Weigher,0,Topeka,KS,6,10.085,0.0,27.216,0.063,0.023,62.037,65.023,0.438,99.665,2.923,0.0,0.8691
EV-00177,177,1,7,150.5,36.4,3,2.05,4.59,51.3,62.2,3,129.2,0.0,0.111,1.0,Failure Predicted,Low,Palletizer,0,Dallas,TX,1,46.675,52.368,141.05,1.719,4.012,74.448,68.833,0.089,94.873,4.074,73.642,0.8244
EV-00177,177,1,7,150.5,36.4,3,2.05,4.59,51.3,62.2,3,129.2,0.0,0.0,0.5,Failure Predicted,Low,Palletizer,0,Dallas,TX,2,44.69,72.998,32.862,1.378,2.931,74.578,68.776,0.0,98.165,3.923,65.779,0.8383
EV-00177,177,1,7,150.5,36.4,3,2.05,4.59,51.3,62.2,3,129.2,0.0,0.0,0.5,Failure Predicted,Low,Palletizer,0,Dallas,TX,3,23.342,82.768,58.255,1.976,4.287,56.097,64.67,0.483,94.485,3.389,36.421,0.802
EV-00177,177,1,7,150.5,36.4,3,2.05,4.59,51.3,62.2,3,129.2,0.0,0.111,1.0,Failure Predicted,Low,Palletizer,0,Dallas,TX,4,21.901,37.36,289.541,1.823,4.6,83.757,59.237,0.727,89.195,3.136,45.358,0.8091
EV-00177,177,1,7,150.5,36.4,3,2.05,4.59,51.3,62.2,3,129.2,0.5,0.778,1.0,Failure Predicted,Low,Palletizer,0,Dallas,TX,5,30.103,45.025,46.374,1.025,1.377,79.031,86.005,0.0,94.588,3.207,26.303,0.8785
EV-00177,177,1,7,150.5,36.4,3,2.05,4.59,51.3,62.2,3,129.2,0.0,0.0,0.5,Failure Predicted,Low,Palletizer,0,Dallas,TX,6,11.926,2.328,202.88,1.621,3.534,55.24,65.621,0.075,98.655,2.74,38.502,0.8197
EV-00177,177,1,7,150.5,36.4,3,2.05,4.59,51.3,62.2,3,129.2,0.0,0.0,0.5,Failure Predicted,Low,Palletizer,0,Dallas,TX,7,86.485,100.358,246.034,0.82,1.836,45.215,56.905,0.158,96.378,3.088,392.549,0.7022
EV-00178,178,7,1,232.7,34.4,2,2.97,5.82,44.1,92.9,4,82.9,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Dallas,TX,1,33.489,61.782,20.694,2.241,4.831,67.783,78.032,0.596,96.416,4.254,89.635,0.8453
EV-00178,178,7,1,232.7,34.4,2,2.97,5.82,44.1,92.9,4,82.9,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Dallas,TX,2,39.658,65.65,76.137,2.434,4.253,77.377,61.852,0.426,91.329,3.529,31.453,0.8163
EV-00178,178,7,1,232.7,34.4,2,2.97,5.82,44.1,92.9,4,82.9,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Dallas,TX,3,37.663,65.702,33.182,2.85,5.158,74.942,69.127,0.238,93.841,4.463,54.017,0.8389
EV-00178,178,7,1,232.7,34.4,2,2.97,5.82,44.1,92.9,4,82.9,0.0,0.143,1.0,Failure Predicted,High,Case Line,0,Dallas,TX,4,20.808,51.378,19.749,3.097,5.706,81.155,72.038,0.497,91.667,4.293,41.052,0.8624
EV-00178,178,7,1,232.7,34.4,2,2.97,5.82,44.1,92.9,4,82.9,1.0,0.857,1.0,Failure Predicted,High,Case Line,0,Dallas,TX,5,32.713,42.824,28.653,1.485,1.746,86.378,81.093,0.27,100.0,3.604,8.026,0.8894
EV-00178,178,7,1,232.7,34.4,2,2.97,5.82,44.1,92.9,4,82.9,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Dallas,TX,6,11.853,9.22,20.804,2.468,5.351,60.687,71.096,0.489,100.0,3.269,48.678,0.8515
EV-00178,178,7,1,232.7,34.4,2,2.97,5.82,44.1,92.9,4,82.9,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Dallas,TX,7,62.754,60.0,129.336,1.188,2.328,62.573,57.647,0.49,100.0,3.251,375.426,0.7728
EV-00179,179,2,6,-1.0,17.0,2,7.52,1.06,43.4,42.5,4,229.1,0.0,0.0,0.5,Breakdown,Medium,Fryer,0,Killingly,CT,2,34.789,57.745,39.203,5.697,0.586,65.297,71.38,0.284,99.74,3.578,158.418,0.8333
EV-00179,179,2,6,-1.0,17.0,2,7.52,1.06,43.4,42.5,4,229.1,1.0,0.833,1.0,Breakdown,Medium,Fryer,0,Killingly,CT,3,25.62,83.707,50.998,6.319,0.984,65.209,71.989,0.346,92.756,3.771,56.75,0.8273
EV-00179,179,2,6,-1.0,17.0,2,7.52,1.06,43.4,42.5,4,229.1,0.0,0.167,1.0,Breakdown,Medium,Fryer,0,Killingly,CT,5,45.274,52.086,115.334,6.768,0.954,68.955,56.319,1.135,95.446,2.425,99.173,0.7806
EV-00179,179,2,6,-1.0,17.0,2,7.52,1.06,43.4,42.5,4,229.1,0.0,0.0,0.5,Breakdown,Medium,Fryer,0,Killingly,CT,7,114.76,140.543,162.426,3.008,0.424,82.414,59.864,0.0,100.0,2.412,235.378,0.7297
EV-00180,180,0,8,426.0,88.6,0,3.39,0.64,3.1,78.9,3,0.0,1.0,0.929,1.0,Working,Medium,Thermal Oil,0,Frito-Lay-East,PA,0,0.0,12.353,25.738,3.32,0.613,93.181,85.15,0.87,99.768,4.257,33.782,0.9426
EV-00180,180,0,8,426.0,88.6,0,3.39,0.64,3.1,78.9,3,0.0,0.0,0.0,0.5,Working,Medium,Thermal Oil,0,Frito-Lay-East,PA,1,32.59,51.318,33.951,2.75,0.579,88.858,84.143,0.827,97.1,3.697,50.159,0.8892
EV-00180,180,0,8,426.0,88.6,0,3.39,0.64,3.1,78.9,3,0.0,0.0,0.0,0.5,Working,Medium,Thermal Oil,0,Frito-Lay-East,PA,2,43.325,43.325,52.877,2.533,0.493,73.796,67.555,0.717,93.752,4.099,40.937,0.8458
EV-00180,180,0,8,426.0,88.6,0,3.39,0.64,3.1,78.9,3,0.0,0.0,0.071,1.0,Working,Medium,Thermal Oil,0,Frito-Lay-East,PA,4,13.54,14.607,55.302,3.146,0.551,75.457,73.396,0.296,93.383,3.533,32.454,0.8801
EV-00181,181,6,2,135.0,53.1,2,2.54,5.67,61.7,50.4,1,122.9,0.0,0.1,1.0,Failure Predicted,Medium,Palletizer,0,Beloit,WI,1,38.161,31.566,51.785,2.387,4.81,73.935,75.416,0.104,94.693,3.919,115.292,0.8488
EV-00181,181,6,2,135.0,53.1,2,2.54,5.67,61.7,50.4,1,122.9,0.0,0.0,0.5,Failure Predicted,Medium,Palletizer,0,Beloit,WI,2,78.774,136.484,84.36,2.111,4.698,75.599,72.488,0.458,91.678,3.48,91.178,0.7699
EV-00181,181,6,2,135.0,53.1,2,2.54,5.67,61.7,50.4,1,122.9,0.0,0.0,0.5,Failure Predicted,Medium,Palletizer,0,Beloit,WI,3,22.838,96.027,44.321,2.413,4.547,76.587,64.251,0.698,96.05,4.665,62.751,0.8395
EV-00181,181,6,2,135.0,53.1,2,2.54,5.67,61.7,50.4,1,122.9,0.0,0.1,1.0,Failure Predicted,Medium,Palletizer,0,Beloit,WI,4,6.606,28.765,85.547,2.46,5.579,79.839,66.571,0.995,95.022,3.744,0.0,0.8603
EV-00181,181,6,2,135.0,53.1,2,2.54,5.67,61.7,50.4,1,122.9,1.0,0.8,1.0,Failure Predicted,Medium,Palletizer,0,Beloit,WI,5,21.481,21.481,43.133,1.27,1.701,95.066,86.183,0.124,99.027,3.626,0.0,0.9216
EV-00181,181,6,2,135.0,53.1,2,2.54,5.67,61.7,50.4,1,122.9,0.0,0.0,0.5,Failure Predicted,Medium,Palletizer,0,Beloit,WI,6,12.876,10.037,82.026,2.114,3.979,67.758,59.867,0.723,99.559,2.372,46.079,0.8311
EV-00181,181,6,2,135.0,53.1,2,2.54,5.67,61.7,50.4,1,122.9,0.0,0.0,0.5,Failure Predicted,Medium,Palletizer,0,Beloit,WI,7,88.305,106.131,160.177,1.016,2.268,75.844,62.003,0.591,96.397,3.214,347.555,0.7543
EV-00182,182,2,6,803.1,82.4,0,0.58,3.33,5.0,91.7,3,128.3,1.0,1.0,1.0,Working,Medium,Weigher,0,Killingly,CT,0,0.0,29.619,29.429,0.6,3.213,97.162,77.813,0.438,96.655,4.37,2.625,0.9314
EV-00182,182,2,6,803.1,82.4,0,0.58,3.33,5.0,91.7,3,128.3,0.0,0.0,0.5,Working,Medium,Weigher,0,Killingly,CT,1,30.219,45.391,37.793,0.564,3.247,82.892,83.207,0.922,95.484,3.85,103.655,0.8778
EV-00182,182,2,6,803.1,82.4,0,0.58,3.33,5.0,91.7,3,128.3,0.0,0.0,0.5,Working,Medium,Weigher,0,Killingly,CT,2,61.393,113.898,23.621,0.405,2.433,77.04,73.182,0.384,92.73,3.438,0.0,0.8148
EV-00182,182,2,6,803.1,82.4,0,0.58,3.33,5.0,91.7,3,128.3,0.0,0.0,0.5,Working,Medium,Weigher,0,Killingly,CT,4,7.666,22.801,49.739,0.5,3.399,79.287,68.019,0.792,92.945,4.071,22.95,0.881
EV-00182,182,2,6,803.1,82.4,0,0.58,3.33,5.0,91.7,3,128.3,0.0,0.0,0.5,Working,Medium,Weigher,0,Killingly,CT,6,5.831,6.642,23.334,0.53,2.381,62.705,78.687,0.381,96.228,3.171,42.338,0.8785
EV-00183,183,4,4,895.0,68.9,0,1.24,2.94,5.1,80.1,3,62.3,0.0,0.75,1.0,Working,Low,Conveyor,0,Topeka,KS,0,0.0,0.0,20.933,1.33,2.702,91.983,95.19,0.475,94.606,3.85,34.461,0.9475
EV-00183,183,4,4,895.0,68.9,0,1.24,2.94,5.1,80.1,3,62.3,0.0,0.0,0.5,Working,Low,Conveyor,0,Topeka,KS,1,54.009,81.786,14.149,1.009,2.346,81.345,78.822,0.114,95.039,4.476,87.268,0.8575
EV-00183,183,4,4,895.0,68.9,0,1.24,2.94,5.1,80.1,3,62.3,0.0,0.0,0.5,Working,Low,Conveyor,0,Topeka,KS,2,74.986,122.963,86.992,0.821,2.022,72.931,69.858,0.382,91.939,3.234,3.884,0.7816
EV-00183,183,4,4,895.0,68.9,0,1.24,2.94,5.1,80.1,3,62.3,0.0,0.0,0.5,Working,Low,Conveyor,0,Topeka,KS,4,15.671,4.763,0.0,1.099,3.054,78.254,74.22,0.648,97.881,3.939,62.992,0.8952
EV-00183,183,4,4,895.0,68.9,0,1.24,2.94,5.1,80.1,3,62.3,0.0,0.0,0.5,Working,Low,Conveyor,0,Topeka,KS,6,14.255,15.101,9.135,1.041,2.601,70.458,77.39,0.133,98.725,2.747,17.112,0.8765
EV-00184,184,4,4,60.3,30.2,2,0.77,0.91,66.0,61.9,3,169.9,0.0,0.2,1.0,Failure Predicted,Low,Weigher,0,Killingly,CT,1,36.379,54.657,116.93,0.617,0.792,74.99,65.925,0.477,91.774,3.321,122.661,0.8294
EV-00184,184,4,4,60.3,30.2,2,0.77,0.91,66.0,61.9,3,169.9,0.0,0.2,1.0,Failure Predicted,Low,Weigher,0,Killingly,CT,2,55.636,109.845,61.404,0.578,0.53,67.331,66.272,0.868,89.73,3.587,52.277,0.7965
EV-00184,184,4,4,60.3,30.2,2,0.77,0.91,66.0,61.9,3,169.9,0.0,0.0,0.5,Failure Predicted,Low,Weigher,0,Killingly,CT,3,31.761,78.377,87.513,0.736,0.75,65.921,80.875,0.0,96.143,3.722,95.731,0.8463
EV-00184,184,4,4,60.3,30.2,2,0.77,0.91,66.0,61.9,3,169.9,0.0,0.2,1.0,Failure Predicted,Low,Weigher,0,Killingly,CT,4,17.186,34.746,246.072,0.682,0.954,69.768,64.513,0.599,93.079,3.726,42.444,0.8328
EV-00184,184,4,4,60.3,30.2,2,0.77,0.91,66.0,61.9,3,169.9,0.0,0.4,1.0,Failure Predicted,Low,Weigher,0,Killingly,CT,5,53.638,75.209,107.25,0.693,0.819,57.621,69.012,1.237,82.652,3.181,126.268,0.7787
EV-00184,184,4,4,60.3,30.2,2,0.77,0.91,66.0,61.9,3,169.9,0.0,0.0,0.5,Failure Predicted,Low,Weigher,0,Killingly,CT,6,13.795,5.221,106.108,0.577,0.647,62.571,67.583,0.224,97.304,2.536,55.439,0.8482
EV-00184,184,4,4,60.3,30.2,2,0.77,0.91,66.0,61.9,3,169.9,0.0,0.0,0.5,Failure Predicted,Low,Weigher,0,Killingly,CT,7,121.506,121.506,164.795,0.308,0.364,57.672,51.377,0.376,97.985,3.409,289.338,0.7015
EV-00185,185,6,2,120.5,35.6,1,2.22,7.1,47.9,64.8,3,119.1,0.0,0.091,1.0,Failure Predicted,High,Palletizer,0,Frito-Lay-West,AZ,1,52.817,65.029,54.714,1.724,5.691,86.562,70.12,0.804,94.498,3.958,75.149,0.8327
EV-00185,185,6,2,120.5,35.6,1,2.22,7.1,47.9,64.8,3,119.1,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Frito-Lay-West,AZ,2,40.986,91.727,89.157,1.518,5.752,67.92,72.786,0.206,97.464,3.354,28.47,0.8066
EV-00185,185,6,2,120.5,35.6,1,2.22,7.1,47.9,64.8,3,119.1,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Frito-Lay-West,AZ,3,13.357,73.265,35.181,1.99,6.206,63.817,67.209,0.911,94.763,4.295,91.323,0.8301
EV-00185,185,6,2,120.5,35.6,1,2.22,7.1,47.9,64.8,3,119.1,0.0,0.091,1.0,Failure Predicted,High,Palletizer,0,Frito-Lay-West,AZ,4,19.08,35.927,55.27,2.1,6.619,83.499,82.144,0.883,88.282,3.713,77.381,0.8657
EV-00185,185,6,2,120.5,35.6,1,2.22,7.1,47.9,64.8,3,119.1,1.0,0.818,1.0,Failure Predicted,High,Palletizer,0,Frito-Lay-West,AZ,5,25.858,30.782,51.376,1.11,2.13,86.76,77.613,0.0,94.513,3.806,42.937,0.8901
EV-00185,185,6,2,120.5,35.6,1,2.22,7.1,47.9,64.8,3,119.1,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Frito-Lay-West,AZ,6,9.224,29.057,88.691,1.794,5.644,64.612,64.082,0.575,99.606,2.314,79.475,0.8219
EV-00185,185,6,2,120.5,35.6,1,2.22,7.1,47.9,64.8,3,119.1,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Frito-Lay-West,AZ,7,72.734,93.642,219.716,0.888,2.84,80.72,62.132,0.0,100.0,3.776,296.624,0.7818
EV-00186,186,3,5,-1.0,27.1,2,4.06,8.47,50.9,53.3,1,260.9,0.0,0.25,1.0,Breakdown,High,Conveyor,0,Dallas,TX,2,67.704,69.703,101.673,2.51,5.988,45.572,57.591,0.39,98.749,3.238,71.46,0.7398
EV-00186,186,3,5,-1.0,27.1,2,4.06,8.47,50.9,53.3,1,260.9,0.0,0.0,0.5,Breakdown,High,Conveyor,0,Dallas,TX,3,22.007,58.153,67.862,3.866,7.03,71.051,65.554,0.1,92.233,3.489,78.147,0.8178
EV-00186,186,3,5,-1.0,27.1,2,4.06,8.47,50.9,53.3,1,260.9,0.0,0.75,1.0,Breakdown,High,Conveyor,0,Dallas,TX,5,32.344,37.297,5.309,2.03,2.541,77.875,78.417,0.231,97.001,2.695,95.848,0.8605
EV-00186,186,3,5,-1.0,27.1,2,4.06,8.47,50.9,53.3,1,260.9,0.0,0.0,0.5,Breakdown,High,Conveyor,0,Dallas,TX,7,90.896,102.601,287.364,1.624,3.388,67.252,84.923,0.0,99.033,3.068,462.195,0.7493
EV-00187,187,5,3,200.6,50.0,1,0.14,3.21,26.1,55.5,3,11.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Vancouver,WA,1,48.664,63.269,18.999,0.107,2.271,78.895,70.462,0.568,94.549,4.534,97.762,0.8537
EV-00187,187,5,3,200.6,50.0,1,0.14,3.21,26.1,55.5,3,11.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Vancouver,WA,2,65.611,103.199,80.308,0.12,1.763,64.292,72.745,0.68,93.351,3.333,116.938,0.7884
EV-00187,187,5,3,200.6,50.0,1,0.14,3.21,26.1,55.5,3,11.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Vancouver,WA,3,19.658,28.204,26.379,0.112,2.74,69.312,75.697,1.179,97.709,3.417,61.746,0.865
EV-00187,187,5,3,200.6,50.0,1,0.14,3.21,26.1,55.5,3,11.2,0.0,0.125,1.0,Failure Predicted,Medium,Case Line,0,Vancouver,WA,4,25.782,17.509,52.46,0.12,3.341,82.524,71.153,1.07,87.175,4.451,40.84,0.876
EV-00187,187,5,3,200.6,50.0,1,0.14,3.21,26.1,55.5,3,11.2,0.5,0.875,1.0,Failure Predicted,Medium,Case Line,0,Vancouver,WA,5,22.696,38.601,37.058,0.07,0.963,90.573,75.009,0.0,94.832,4.138,79.347,0.9029
EV-00187,187,5,3,200.6,50.0,1,0.14,3.21,26.1,55.5,3,11.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Vancouver,WA,6,24.252,19.54,60.614,0.109,2.713,57.742,61.924,0.222,94.965,3.591,21.802,0.8345
EV-00187,187,5,3,200.6,50.0,1,0.14,3.21,26.1,55.5,3,11.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Vancouver,WA,7,100.686,113.645,233.294,0.056,1.284,62.968,61.745,0.471,97.972,3.432,455.927,0.7233
EV-00188,188,2,6,115.4,42.2,1,2.28,2.39,14.3,60.2,3,0.0,0.0,0.083,1.0,Failure Predicted,High,Palletizer,0,Killingly,CT,1,59.151,67.715,60.508,1.781,2.267,85.84,75.851,0.091,92.129,3.659,0.0,0.8435
EV-00188,188,2,6,115.4,42.2,1,2.28,2.39,14.3,60.2,3,0.0,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Killingly,CT,2,47.503,56.839,75.913,1.599,1.377,75.191,67.475,0.279,91.933,3.254,95.162,0.8247
EV-00188,188,2,6,115.4,42.2,1,2.28,2.39,14.3,60.2,3,0.0,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Killingly,CT,3,27.605,55.859,60.017,2.258,2.365,70.859,80.027,0.605,99.722,3.602,22.553,0.8576
EV-00188,188,2,6,115.4,42.2,1,2.28,2.39,14.3,60.2,3,0.0,0.0,0.083,1.0,Failure Predicted,High,Palletizer,0,Killingly,CT,4,19.95,26.178,95.752,1.972,2.448,72.81,78.952,0.697,95.118,3.478,46.031,0.864
EV-00188,188,2,6,115.4,42.2,1,2.28,2.39,14.3,60.2,3,0.0,0.667,0.833,1.0,Failure Predicted,High,Palletizer,0,Killingly,CT,5,56.41,59.47,106.109,2.052,2.151,66.332,45.272,1.141,86.567,3.427,152.93,0.7637
EV-00188,188,2,6,115.4,42.2,1,2.28,2.39,14.3,60.2,3,0.0,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Killingly,CT,6,17.507,0.0,72.933,2.162,1.79,70.525,66.526,0.407,94.382,2.811,7.353,0.8549
EV-00188,188,2,6,115.4,42.2,1,2.28,2.39,14.3,60.2,3,0.0,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Killingly,CT,7,116.146,145.407,92.769,0.912,0.956,71.497,68.972,0.569,97.147,3.443,267.686,0.7418
EV-00189,189,2,6,-1.0,35.9,2,6.17,3.24,49.7,44.4,3,93.5,0.0,0.25,1.0,Breakdown,Medium,Seasoning Train,0,Beloit,WI,2,83.389,123.312,86.34,4.024,1.956,66.308,50.15,0.23,91.172,3.839,17.159,0.7442
EV-00189,189,2,6,-1.0,35.9,2,6.17,3.24,49.7,44.4,3,93.5,0.0,0.25,1.0,Breakdown,Medium,Seasoning Train,0,Beloit,WI,3,24.045,51.692,56.009,5.41,3.204,71.379,68.743,0.226,89.659,3.681,108.636,0.8327
EV-00189,189,2,6,-1.0,35.9,2,6.17,3.24,49.7,44.4,3,93.5,0.0,0.5,1.0,Breakdown,Medium,Seasoning Train,0,Beloit,WI,5,21.785,24.812,8.364,3.085,0.972,86.486,75.861,0.0,100.0,5.0,27.823,0.9177
EV-00189,189,2,6,-1.0,35.9,2,6.17,3.24,49.7,44.4,3,93.5,0.0,0.0,0.5,Breakdown,Medium,Seasoning Train,0,Beloit,WI,7,95.221,121.723,192.549,2.468,1.296,77.578,69.357,0.1,95.37,3.163,608.509,0.7454
EV-00190,190,0,8,789.9,63.1,0,0.78,1.72,8.3,80.6,4,143.6,1.0,0.8,1.0,Working,Medium,Bag Maker,0,Vancouver,WA,0,0.0,12.181,63.182,0.8,1.852,99.198,90.071,0.613,97.749,4.767,8.858,0.9593
EV-00190,190,0,8,789.9,63.1,0,0.78,1.72,8.3,80.6,4,143.6,0.0,0.2,1.0,Working,Medium,Bag Maker,0,Vancouver,WA,1,36.416,59.834,32.788,0.691,1.243,92.568,76.194,0.421,96.513,4.225,61.855,0.8887
EV-00190,190,0,8,789.9,63.1,0,0.78,1.72,8.3,80.6,4,143.6,0.0,0.0,0.5,Working,Medium,Bag Maker,0,Vancouver,WA,2,59.815,78.901,61.812,0.535,1.38,70.961,70.217,0.212,85.881,3.141,4.385,0.8062
EV-00190,190,0,8,789.9,63.1,0,0.78,1.72,8.3,80.6,4,143.6,0.0,0.0,0.5,Working,Medium,Bag Maker,0,Vancouver,WA,4,15.321,14.864,55.824,0.681,1.631,80.995,74.975,0.995,89.277,3.312,30.691,0.8796
EV-00190,190,0,8,789.9,63.1,0,0.78,1.72,8.3,80.6,4,143.6,0.0,0.0,0.5,Working,Medium,Bag Maker,0,Vancouver,WA,6,12.225,15.027,40.056,0.65,1.441,64.366,65.243,0.129,100.0,3.07,15.028,0.8615
